country_of_origin,Continent,Category,Rating
Mexico,North America,sweetness,10
Colombia,Americas,sweetness,10
Guatemala,Americas,sweetness,10
Nicaragua,Americas,sweetness,10
Taiwan,Asia,sweetness,10
Colombia,Americas,sweetness,10
Mexico,North America,sweetness,10
Mexico,North America,sweetness,10
Guatemala,Americas,sweetness,9.33
Guatemala,Americas,sweetness,10
Mexico,North America,sweetness,10
Cote d?Ivoire,Africa,sweetness,10
Colombia,Americas,sweetness,10
Mexico,North America,sweetness,10
Mexico,North America,sweetness,10
Guatemala,Americas,sweetness,10
Taiwan,Asia,sweetness,10
Mexico,North America,sweetness,10
Guatemala,Americas,sweetness,9.33
Honduras,Americas,sweetness,10
Guatemala,Americas,sweetness,10
Guatemala,Americas,sweetness,10
Costa Rica,Americas,sweetness,6.67
Mexico,North America,sweetness,10
Mexico,North America,sweetness,10
Mexico,North America,sweetness,10
Guatemala,Americas,sweetness,8.67
United States (Puerto Rico),North America,sweetness,10
Mexico,North America,sweetness,10
Mexico,North America,sweetness,10
Mexico,North America,sweetness,10
Guatemala,Americas,sweetness,10
Honduras,Americas,sweetness,10
Peru,Americas,sweetness,9.33
Mexico,North America,sweetness,10
Mexico,North America,sweetness,10
Mexico,North America,sweetness,10
Mexico,North America,sweetness,10
Mexico,North America,sweetness,10
Nicaragua,Americas,sweetness,10
United States (Hawaii),North America,sweetness,9.33
Guatemala,Americas,sweetness,10
Mexico,North America,sweetness,10
Mexico,North America,sweetness,10
Mexico,North America,sweetness,8.67
China,Asia,sweetness,9.33
Mexico,North America,sweetness,10
Nicaragua,Americas,sweetness,10
Nicaragua,Americas,sweetness,10
Guatemala,Americas,sweetness,10
Taiwan,Asia,sweetness,10
Mexico,North America,sweetness,10
Mexico,North America,sweetness,10
United States (Hawaii),North America,sweetness,10
Mexico,North America,sweetness,10
Mexico,North America,sweetness,10
Mexico,North America,sweetness,10
Brazil,Americas,sweetness,10
Mexico,North America,sweetness,10
United States (Hawaii),North America,sweetness,8.67
Guatemala,Americas,sweetness,10
Guatemala,Americas,sweetness,10
Mexico,North America,sweetness,10
Guatemala,Americas,sweetness,10
United States (Hawaii),North America,sweetness,8.67
United States (Hawaii),North America,sweetness,9.33
Indonesia,Asia,sweetness,10
Mexico,North America,sweetness,10
Taiwan,Asia,sweetness,10
Honduras,Americas,sweetness,10
United States (Hawaii),North America,sweetness,9.33
Guatemala,Americas,sweetness,9.33
China,Asia,sweetness,9.33
Guatemala,Americas,sweetness,10
Mexico,North America,sweetness,8
Colombia,Americas,sweetness,9.33
Costa Rica,Americas,sweetness,10
Mexico,North America,sweetness,10
Guatemala,Americas,sweetness,10
Nicaragua,Americas,sweetness,10
Brazil,Americas,sweetness,10
Guatemala,Americas,sweetness,10
Taiwan,Asia,sweetness,10
United States (Hawaii),North America,sweetness,6
Mexico,North America,sweetness,10
Guatemala,Americas,sweetness,10
Brazil,Americas,sweetness,10
Guatemala,Americas,sweetness,9.33
Mexico,North America,sweetness,10
Haiti,Americas,sweetness,10
United States (Hawaii),North America,sweetness,10
Mexico,North America,sweetness,10
Peru,Americas,sweetness,9.33
India,Asia,sweetness,6.67
Mexico,North America,sweetness,10
Guatemala,Americas,sweetness,10
Mexico,North America,sweetness,10
Guatemala,Americas,sweetness,8.67
Guatemala,Americas,sweetness,10
United States (Hawaii),North America,sweetness,9.33
United States (Hawaii),North America,sweetness,8
Mexico,North America,sweetness,10
Indonesia,Asia,sweetness,9.33
Mexico,North America,sweetness,10
Honduras,Americas,sweetness,10
Philippines,Asia,sweetness,9.33
Brazil,Americas,sweetness,10
Guatemala,Americas,sweetness,8
Guatemala,Americas,sweetness,10
Mexico,North America,sweetness,10
Mexico,North America,sweetness,10
Mexico,North America,sweetness,10
Mexico,North America,sweetness,10
Mexico,North America,sweetness,10
Mexico,North America,sweetness,10
Mexico,North America,sweetness,10
Guatemala,Americas,sweetness,10
Guatemala,Americas,sweetness,10
Mexico,North America,sweetness,10
United States (Hawaii),North America,sweetness,6.67
Guatemala,Americas,sweetness,8.67
Mexico,North America,sweetness,10
Mexico,North America,sweetness,10
Mexico,North America,sweetness,10
United States (Hawaii),North America,sweetness,6.67
Brazil,Americas,sweetness,10
Honduras,Americas,sweetness,8
Mexico,North America,sweetness,8
Colombia,Americas,sweetness,6.67
United States (Hawaii),North America,sweetness,9.33
Haiti,Americas,sweetness,8.67
Costa Rica,Americas,sweetness,10
Mexico,North America,sweetness,10
Mexico,North America,sweetness,10
Mexico,North America,sweetness,10
Brazil,Americas,sweetness,10
Honduras,Americas,sweetness,8
Honduras,Americas,sweetness,8
Honduras,Americas,sweetness,8
Mexico,North America,sweetness,10
Haiti,Americas,sweetness,6
Nicaragua,Americas,sweetness,6
Guatemala,Americas,sweetness,1.33
Honduras,Americas,sweetness,0
Uganda,Africa,sweetness,8
India,Asia,sweetness,8
India,Asia,sweetness,7.83
Uganda,Africa,sweetness,7.75
Uganda,Africa,sweetness,7.58
India,Asia,sweetness,7.75
India,Asia,sweetness,8
India,Asia,sweetness,7.92
India,Asia,sweetness,7.92
Uganda,Africa,sweetness,7.75
Uganda,Africa,sweetness,7.67
India,Asia,sweetness,7.75
India,Asia,sweetness,7.5
Uganda,Africa,sweetness,7.58
Uganda,Africa,sweetness,7.58
India,Asia,sweetness,7.58
India,Asia,sweetness,7.83
Uganda,Africa,sweetness,7.75
Uganda,Africa,sweetness,7.75
Uganda,Africa,sweetness,7.67
India,Asia,sweetness,7.42
India,Asia,sweetness,7.42
United States,North America,sweetness,7.58
Ecuador,Americas,sweetness,7.75
Ecuador,Americas,sweetness,8.42
United States,North America,sweetness,7.42
India,Asia,sweetness,7.08
Vietnam,Asia,sweetness,6.67
Ethiopia,Africa,cupper_points,8.75
Ethiopia,Africa,cupper_points,8.58
Guatemala,Americas,cupper_points,9.25
Ethiopia,Africa,cupper_points,8.67
Ethiopia,Africa,cupper_points,8.58
Brazil,Americas,cupper_points,8.33
Peru,Americas,cupper_points,8.5
Ethiopia,Africa,cupper_points,9
Ethiopia,Africa,cupper_points,8.67
Ethiopia,Africa,cupper_points,8.5
Ethiopia,Africa,cupper_points,8.58
United States,North America,cupper_points,8.5
United States,North America,cupper_points,8.33
United States (Hawaii),North America,cupper_points,8.58
Ethiopia,Africa,cupper_points,8.5
United States,North America,cupper_points,8.17
Indonesia,Asia,cupper_points,8.33
Ethiopia,Africa,cupper_points,8.83
China,Asia,cupper_points,8.42
Ethiopia,Africa,cupper_points,8.33
United States,North America,cupper_points,8.17
Costa Rica,Americas,cupper_points,8.33
Mexico,North America,cupper_points,8.58
United States,North America,cupper_points,8.17
Ethiopia,Africa,cupper_points,8.08
Brazil,Americas,cupper_points,7.92
Ethiopia,Africa,cupper_points,8.25
Uganda,Africa,cupper_points,8.17
Honduras,Americas,cupper_points,8.25
Taiwan,Asia,cupper_points,8.17
Nicaragua,Americas,cupper_points,8
"Tanzania, United Republic Of",Africa,cupper_points,8.17
Brazil,Americas,cupper_points,8
Costa Rica,Americas,cupper_points,8.42
Ethiopia,Africa,cupper_points,8.08
Kenya,Africa,cupper_points,8.08
United States (Hawaii),North America,cupper_points,8.33
United States (Hawaii),North America,cupper_points,8.25
Ethiopia,Africa,cupper_points,8.17
United States,North America,cupper_points,8.08
Thailand,Asia,cupper_points,8.42
Brazil,Americas,cupper_points,8.08
Brazil,Americas,cupper_points,8.17
Taiwan,Asia,cupper_points,8.42
Kenya,Africa,cupper_points,8
Brazil,Americas,cupper_points,8
Uganda,Africa,cupper_points,8.08
Colombia,Americas,cupper_points,8.17
Kenya,Africa,cupper_points,8.17
Uganda,Africa,cupper_points,7.92
Ethiopia,Africa,cupper_points,7.92
United States (Hawaii),North America,cupper_points,8.17
Guatemala,Americas,cupper_points,8
Uganda,Africa,cupper_points,8
Colombia,Americas,cupper_points,7.92
Panama,Americas,cupper_points,8
Ethiopia,Africa,cupper_points,8
Guatemala,Americas,cupper_points,8
Guatemala,Americas,cupper_points,8
Ethiopia,Africa,cupper_points,8
Peru,Americas,cupper_points,8
Papua New Guinea,Oceania,cupper_points,7.92
El Salvador,Americas,cupper_points,8
El Salvador,Americas,cupper_points,7.92
United States (Hawaii),North America,cupper_points,8
Panama,Americas,cupper_points,7.83
Kenya,Africa,cupper_points,8
Ethiopia,Africa,cupper_points,8
Uganda,Africa,cupper_points,8.08
Guatemala,Americas,cupper_points,7.83
Ethiopia,Africa,cupper_points,8.08
Uganda,Africa,cupper_points,8
United States (Hawaii),North America,cupper_points,8.25
Brazil,Americas,cupper_points,8
El Salvador,Americas,cupper_points,7.92
China,Asia,cupper_points,7.92
Guatemala,Americas,cupper_points,7.83
Costa Rica,Americas,cupper_points,8
Costa Rica,Americas,cupper_points,7.92
Kenya,Africa,cupper_points,7.92
Kenya,Africa,cupper_points,7.83
Ethiopia,Africa,cupper_points,8.08
Ethiopia,Africa,cupper_points,8
Guatemala,Americas,cupper_points,7.83
Colombia,Americas,cupper_points,7.92
Colombia,Americas,cupper_points,7.92
Indonesia,Asia,cupper_points,8
Guatemala,Americas,cupper_points,7.92
Ethiopia,Africa,cupper_points,7.83
Colombia,Americas,cupper_points,7.67
Ethiopia,Africa,cupper_points,8.08
United States (Hawaii),North America,cupper_points,7.92
Colombia,Americas,cupper_points,8.08
United States (Hawaii),North America,cupper_points,8.17
Ethiopia,Africa,cupper_points,7.83
United States (Hawaii),North America,cupper_points,7.92
Uganda,Africa,cupper_points,8
Colombia,Americas,cupper_points,7.83
Costa Rica,Americas,cupper_points,7.92
Mexico,North America,cupper_points,8.08
Kenya,Africa,cupper_points,7.83
Kenya,Africa,cupper_points,7.83
Brazil,Americas,cupper_points,8
Mexico,North America,cupper_points,7.83
United States (Hawaii),North America,cupper_points,7.83
Guatemala,Americas,cupper_points,8
Colombia,Americas,cupper_points,7.83
Colombia,Americas,cupper_points,7.83
Taiwan,Asia,cupper_points,7.92
"Tanzania, United Republic Of",Africa,cupper_points,7.83
Colombia,Americas,cupper_points,7.92
Mexico,North America,cupper_points,8.17
Brazil,Americas,cupper_points,7.75
Brazil,Americas,cupper_points,7.92
Kenya,Africa,cupper_points,7.58
Taiwan,Asia,cupper_points,8
Uganda,Africa,cupper_points,7.83
United States (Hawaii),North America,cupper_points,8.08
Ethiopia,Africa,cupper_points,8
Ethiopia,Africa,cupper_points,7.92
Thailand,Asia,cupper_points,8
Kenya,Africa,cupper_points,7.92
Honduras,Americas,cupper_points,8.17
El Salvador,Americas,cupper_points,7.75
Nicaragua,Americas,cupper_points,8.5
El Salvador,Americas,cupper_points,8
Indonesia,Asia,cupper_points,7.92
Japan,Asia,cupper_points,8.08
Costa Rica,Americas,cupper_points,7.92
Guatemala,Americas,cupper_points,7.83
Costa Rica,Americas,cupper_points,7.92
Ethiopia,Africa,cupper_points,7.92
Costa Rica,Americas,cupper_points,7.67
Costa Rica,Americas,cupper_points,8
Costa Rica,Americas,cupper_points,7.92
Taiwan,Asia,cupper_points,7.75
Colombia,Americas,cupper_points,7.92
Kenya,Africa,cupper_points,7.83
Guatemala,Americas,cupper_points,7.67
Guatemala,Americas,cupper_points,8
Mexico,North America,cupper_points,7.92
Uganda,Africa,cupper_points,7.83
Peru,Americas,cupper_points,7.92
Ethiopia,Africa,cupper_points,7.83
Kenya,Africa,cupper_points,7.83
Colombia,Americas,cupper_points,8.08
Colombia,Americas,cupper_points,7.75
Kenya,Africa,cupper_points,7.92
Guatemala,Americas,cupper_points,7.83
Guatemala,Americas,cupper_points,8.17
Colombia,Americas,cupper_points,7.83
Colombia,Americas,cupper_points,7.92
Kenya,Africa,cupper_points,7.75
Colombia,Americas,cupper_points,7.75
Costa Rica,Americas,cupper_points,7.75
Colombia,Americas,cupper_points,8.08
Brazil,Americas,cupper_points,7.75
Brazil,Americas,cupper_points,7.5
Costa Rica,Americas,cupper_points,8
Uganda,Africa,cupper_points,7.83
China,Asia,cupper_points,7.92
Costa Rica,Americas,cupper_points,7.92
Colombia,Americas,cupper_points,7.75
China,Asia,cupper_points,7.92
Guatemala,Americas,cupper_points,7.5
Kenya,Africa,cupper_points,7.67
Mexico,North America,cupper_points,7.92
Mexico,North America,cupper_points,7.67
Guatemala,Americas,cupper_points,7.83
Brazil,Americas,cupper_points,8.13
Brazil,Americas,cupper_points,7.75
Costa Rica,Americas,cupper_points,7.92
Indonesia,Asia,cupper_points,8
Colombia,Americas,cupper_points,7.67
Colombia,Americas,cupper_points,7.75
Taiwan,Asia,cupper_points,7.75
United States (Hawaii),North America,cupper_points,7.83
Mexico,North America,cupper_points,7.83
Ethiopia,Africa,cupper_points,7.75
Kenya,Africa,cupper_points,8.17
Honduras,Americas,cupper_points,7.58
Colombia,Americas,cupper_points,7.5
Honduras,Americas,cupper_points,7.83
Colombia,Americas,cupper_points,7.83
Colombia,Americas,cupper_points,7.33
Colombia,Americas,cupper_points,8.17
Mexico,North America,cupper_points,7.83
Brazil,Americas,cupper_points,7.75
Brazil,Americas,cupper_points,7.92
Ethiopia,Africa,cupper_points,7.75
Guatemala,Americas,cupper_points,7.92
Taiwan,Asia,cupper_points,7.67
Thailand,Asia,cupper_points,8
Colombia,Americas,cupper_points,7.83
Guatemala,Americas,cupper_points,7.75
Guatemala,Americas,cupper_points,7.75
China,Asia,cupper_points,7.75
Colombia,Americas,cupper_points,7.83
Colombia,Americas,cupper_points,7.75
Colombia,Americas,cupper_points,7.83
Colombia,Americas,cupper_points,7.83
"Tanzania, United Republic Of",Africa,cupper_points,7.83
"Tanzania, United Republic Of",Africa,cupper_points,7.75
Guatemala,Americas,cupper_points,7.83
Colombia,Americas,cupper_points,7.83
United States (Hawaii),North America,cupper_points,7.83
Mexico,North America,cupper_points,7.75
Mexico,North America,cupper_points,7.75
Mexico,North America,cupper_points,7.83
Uganda,Africa,cupper_points,7.67
Guatemala,Americas,cupper_points,7.75
Colombia,Americas,cupper_points,7.75
Costa Rica,Americas,cupper_points,8
Guatemala,Americas,cupper_points,7.58
Guatemala,Americas,cupper_points,7.67
Guatemala,Americas,cupper_points,7.83
Colombia,Americas,cupper_points,7.67
Nicaragua,Americas,cupper_points,7.83
Brazil,Americas,cupper_points,7.75
Costa Rica,Americas,cupper_points,7.83
Ethiopia,Africa,cupper_points,7.75
"Tanzania, United Republic Of",Africa,cupper_points,7.67
Colombia,Americas,cupper_points,7.5
Guatemala,Americas,cupper_points,7.83
Kenya,Africa,cupper_points,7.75
Brazil,Americas,cupper_points,7.67
Guatemala,Americas,cupper_points,7.42
El Salvador,Americas,cupper_points,7.92
Colombia,Americas,cupper_points,7.58
Guatemala,Americas,cupper_points,7.67
Uganda,Africa,cupper_points,7.67
Indonesia,Asia,cupper_points,7.75
Colombia,Americas,cupper_points,7.5
Taiwan,Asia,cupper_points,7.92
Guatemala,Americas,cupper_points,7.67
Colombia,Americas,cupper_points,7.67
Guatemala,Americas,cupper_points,7.67
United States (Hawaii),North America,cupper_points,8
Mexico,North America,cupper_points,7.83
Ethiopia,Africa,cupper_points,7.92
Costa Rica,Americas,cupper_points,7.67
Ethiopia,Africa,cupper_points,7.92
Honduras,Americas,cupper_points,7.75
Guatemala,Americas,cupper_points,7.58
Colombia,Americas,cupper_points,7.83
Guatemala,Americas,cupper_points,7.5
Guatemala,Americas,cupper_points,7.83
Colombia,Americas,cupper_points,7.83
Colombia,Americas,cupper_points,7.67
Colombia,Americas,cupper_points,8.33
Ethiopia,Africa,cupper_points,7.83
Brazil,Americas,cupper_points,7.92
Colombia,Americas,cupper_points,7.67
Kenya,Africa,cupper_points,7.67
Thailand,Asia,cupper_points,8.42
Kenya,Africa,cupper_points,7.67
Uganda,Africa,cupper_points,7.58
Thailand,Asia,cupper_points,8
Brazil,Americas,cupper_points,8.5
Mexico,North America,cupper_points,7.83
Thailand,Asia,cupper_points,7.83
Brazil,Americas,cupper_points,7.83
Taiwan,Asia,cupper_points,7.83
Colombia,Americas,cupper_points,7.67
Colombia,Americas,cupper_points,7.58
Taiwan,Asia,cupper_points,7.67
Colombia,Americas,cupper_points,7.75
Colombia,Americas,cupper_points,7.67
Colombia,Americas,cupper_points,7.58
Taiwan,Asia,cupper_points,7.17
Colombia,Americas,cupper_points,7.5
Mexico,North America,cupper_points,7.67
Mexico,North America,cupper_points,7.83
Mexico,North America,cupper_points,7.75
Colombia,Americas,cupper_points,7.75
Colombia,Americas,cupper_points,7.58
Costa Rica,Americas,cupper_points,7.83
Guatemala,Americas,cupper_points,7.67
Taiwan,Asia,cupper_points,7.75
Brazil,Americas,cupper_points,8
Taiwan,Asia,cupper_points,7.83
Ethiopia,Africa,cupper_points,7.75
Brazil,Americas,cupper_points,8.08
Costa Rica,Americas,cupper_points,7.67
Guatemala,Americas,cupper_points,7.75
Brazil,Americas,cupper_points,7.75
Ecuador,Americas,cupper_points,7.67
Colombia,Americas,cupper_points,7.92
Guatemala,Americas,cupper_points,7.67
Mexico,North America,cupper_points,7.92
Mexico,North America,cupper_points,7.83
Brazil,Americas,cupper_points,7.83
Thailand,Asia,cupper_points,7.5
Thailand,Asia,cupper_points,7.75
Ethiopia,Africa,cupper_points,7.5
Kenya,Africa,cupper_points,7.83
Brazil,Americas,cupper_points,7.75
Colombia,Americas,cupper_points,7.75
Taiwan,Asia,cupper_points,7.75
Colombia,Americas,cupper_points,7.67
China,Asia,cupper_points,7.75
Colombia,Americas,cupper_points,7.75
Uganda,Africa,cupper_points,7.67
United States (Puerto Rico),North America,cupper_points,7.75
Colombia,Americas,cupper_points,7.67
Colombia,Americas,cupper_points,7.5
Colombia,Americas,cupper_points,7.75
Colombia,Americas,cupper_points,7.58
United States (Hawaii),North America,cupper_points,7.75
Mexico,North America,cupper_points,7.83
Guatemala,Americas,cupper_points,7.75
Colombia,Americas,cupper_points,8.08
Colombia,Americas,cupper_points,7.75
United States (Hawaii),North America,cupper_points,7.75
Brazil,Americas,cupper_points,7.83
Kenya,Africa,cupper_points,7.75
Honduras,Americas,cupper_points,7.33
Nicaragua,Americas,cupper_points,7.5
Brazil,Americas,cupper_points,7.83
Taiwan,Asia,cupper_points,7.75
Costa Rica,Americas,cupper_points,8.33
Thailand,Asia,cupper_points,7.75
Colombia,Americas,cupper_points,7.83
Guatemala,Americas,cupper_points,7.5
Colombia,Americas,cupper_points,7.58
Colombia,Americas,cupper_points,7.92
Guatemala,Americas,cupper_points,7.5
Guatemala,Americas,cupper_points,7.67
Colombia,Americas,cupper_points,7.83
Guatemala,Americas,cupper_points,8
Guatemala,Americas,cupper_points,7.5
Mexico,North America,cupper_points,7.58
Indonesia,Asia,cupper_points,7.58
Guatemala,Americas,cupper_points,7.83
United States (Hawaii),North America,cupper_points,8.17
Brazil,Americas,cupper_points,7.92
Guatemala,Americas,cupper_points,7.58
Colombia,Americas,cupper_points,7.67
China,Asia,cupper_points,7.75
Colombia,Americas,cupper_points,7.58
Mexico,North America,cupper_points,7.75
Ethiopia,Africa,cupper_points,7.75
Uganda,Africa,cupper_points,7.67
Colombia,Americas,cupper_points,7.67
Colombia,Americas,cupper_points,7.67
Colombia,Americas,cupper_points,7.58
Taiwan,Asia,cupper_points,7.5
Colombia,Americas,cupper_points,7.67
Mexico,North America,cupper_points,7.67
Colombia,Americas,cupper_points,7.75
Brazil,Americas,cupper_points,7.67
Colombia,Americas,cupper_points,7.58
Taiwan,Asia,cupper_points,10
Costa Rica,Americas,cupper_points,7.83
Colombia,Americas,cupper_points,7.58
Guatemala,Americas,cupper_points,7.58
Colombia,Americas,cupper_points,7.75
"Tanzania, United Republic Of",Africa,cupper_points,7.58
Indonesia,Asia,cupper_points,7.67
Ethiopia,Africa,cupper_points,7.58
Colombia,Americas,cupper_points,7.67
Colombia,Americas,cupper_points,7.58
Guatemala,Americas,cupper_points,7.75
Colombia,Americas,cupper_points,7.67
Honduras,Americas,cupper_points,7.83
Colombia,Americas,cupper_points,7.67
Colombia,Americas,cupper_points,7.58
Mexico,North America,cupper_points,8.42
Mexico,North America,cupper_points,7.58
Mexico,North America,cupper_points,7.83
Guatemala,Americas,cupper_points,7.5
Colombia,Americas,cupper_points,7.67
Guatemala,Americas,cupper_points,7.58
United States (Hawaii),North America,cupper_points,7.58
Indonesia,Asia,cupper_points,7.58
Colombia,Americas,cupper_points,7.67
Guatemala,Americas,cupper_points,7.67
Colombia,Americas,cupper_points,7.67
Costa Rica,Americas,cupper_points,7.83
Taiwan,Asia,cupper_points,10
Uganda,Africa,cupper_points,7.75
Thailand,Asia,cupper_points,7.67
El Salvador,Americas,cupper_points,7.58
Colombia,Americas,cupper_points,7.67
Brazil,Americas,cupper_points,7.75
"Tanzania, United Republic Of",Africa,cupper_points,7.58
Colombia,Americas,cupper_points,7.58
Guatemala,Americas,cupper_points,7.5
Guatemala,Americas,cupper_points,7.58
Guatemala,Americas,cupper_points,7.58
United States (Hawaii),North America,cupper_points,7.67
Colombia,Americas,cupper_points,7.67
Colombia,Americas,cupper_points,7.58
United States (Hawaii),North America,cupper_points,7.5
Thailand,Asia,cupper_points,7.83
Mexico,North America,cupper_points,8
Colombia,Americas,cupper_points,7.58
Colombia,Americas,cupper_points,7.67
Colombia,Americas,cupper_points,7.67
Brazil,Americas,cupper_points,7.58
Mexico,North America,cupper_points,7.58
Colombia,Americas,cupper_points,7.42
"Tanzania, United Republic Of",Africa,cupper_points,7.58
Mexico,North America,cupper_points,7.67
Costa Rica,Americas,cupper_points,7.58
United States (Hawaii),North America,cupper_points,7.83
Costa Rica,Americas,cupper_points,8
Peru,Americas,cupper_points,7.5
Haiti,Americas,cupper_points,7.83
Colombia,Americas,cupper_points,7.5
Guatemala,Americas,cupper_points,7.67
United States (Hawaii),North America,cupper_points,7.83
Burundi,Africa,cupper_points,7.83
Colombia,Americas,cupper_points,7.67
United States (Hawaii),North America,cupper_points,7.92
United States (Hawaii),North America,cupper_points,7.5
Mexico,North America,cupper_points,7.67
Costa Rica,Americas,cupper_points,7.58
Costa Rica,Americas,cupper_points,7.67
Guatemala,Americas,cupper_points,7.67
Uganda,Africa,cupper_points,7.67
Brazil,Americas,cupper_points,8
Colombia,Americas,cupper_points,7.58
Mexico,North America,cupper_points,7.42
Taiwan,Asia,cupper_points,7.58
Taiwan,Asia,cupper_points,7.33
Colombia,Americas,cupper_points,7.67
Guatemala,Americas,cupper_points,7.67
Colombia,Americas,cupper_points,7.58
Mexico,North America,cupper_points,7.75
United States (Hawaii),North America,cupper_points,7.67
Mexico,North America,cupper_points,7.67
Mexico,North America,cupper_points,7.58
Guatemala,Americas,cupper_points,7.42
Brazil,Americas,cupper_points,7.58
Colombia,Americas,cupper_points,7.58
Colombia,Americas,cupper_points,7.67
Colombia,Americas,cupper_points,7.5
Colombia,Americas,cupper_points,7.5
Colombia,Americas,cupper_points,7.58
Brazil,Americas,cupper_points,7.75
Guatemala,Americas,cupper_points,7.67
"Tanzania, United Republic Of",Africa,cupper_points,7.58
Peru,Americas,cupper_points,7.5
Vietnam,Asia,cupper_points,7.58
Guatemala,Americas,cupper_points,7.5
Honduras,Americas,cupper_points,7.5
China,Asia,cupper_points,7.67
China,Asia,cupper_points,7.67
El Salvador,Americas,cupper_points,7.5
Guatemala,Americas,cupper_points,7.5
Guatemala,Americas,cupper_points,7.42
Kenya,Africa,cupper_points,7.83
Thailand,Asia,cupper_points,7.5
"Tanzania, United Republic Of",Africa,cupper_points,7.67
Colombia,Americas,cupper_points,7.75
Uganda,Africa,cupper_points,7.67
Colombia,Americas,cupper_points,7.58
Honduras,Americas,cupper_points,7.67
Honduras,Americas,cupper_points,7.5
Guatemala,Americas,cupper_points,7.67
United States (Hawaii),North America,cupper_points,7.58
"Tanzania, United Republic Of",Africa,cupper_points,7.58
Guatemala,Americas,cupper_points,7.5
Mexico,North America,cupper_points,7.75
Mexico,North America,cupper_points,7.67
Mexico,North America,cupper_points,7.67
Colombia,Americas,cupper_points,7.25
Mexico,North America,cupper_points,7.58
Colombia,Americas,cupper_points,7.5
Mexico,North America,cupper_points,7.58
Brazil,Americas,cupper_points,7.5
Brazil,Americas,cupper_points,7.67
Guatemala,Americas,cupper_points,7.5
Brazil,Americas,cupper_points,7.58
Brazil,Americas,cupper_points,7.42
El Salvador,Americas,cupper_points,7.58
Ethiopia,Africa,cupper_points,7.92
Colombia,Americas,cupper_points,7.5
Colombia,Americas,cupper_points,7.17
Brazil,Americas,cupper_points,7.58
Brazil,Americas,cupper_points,7.92
Taiwan,Asia,cupper_points,7.75
Brazil,Americas,cupper_points,7.5
Brazil,Americas,cupper_points,7.67
Costa Rica,Americas,cupper_points,7.5
United States (Hawaii),North America,cupper_points,7.58
Taiwan,Asia,cupper_points,7.58
United States (Hawaii),North America,cupper_points,7.5
Mexico,North America,cupper_points,7.5
United States (Hawaii),North America,cupper_points,8.08
United States (Hawaii),North America,cupper_points,7.42
Colombia,Americas,cupper_points,8.17
Colombia,Americas,cupper_points,7.58
Indonesia,Asia,cupper_points,7.5
Guatemala,Americas,cupper_points,7.75
Brazil,Americas,cupper_points,7.5
Brazil,Americas,cupper_points,7.58
Brazil,Americas,cupper_points,7.58
Uganda,Africa,cupper_points,7.58
Uganda,Africa,cupper_points,7.67
Colombia,Americas,cupper_points,7.58
Vietnam,Asia,cupper_points,8
Guatemala,Americas,cupper_points,7.42
Guatemala,Americas,cupper_points,7.58
Guatemala,Americas,cupper_points,7.33
Brazil,Americas,cupper_points,7.58
Taiwan,Asia,cupper_points,7.17
Uganda,Africa,cupper_points,7.5
United States (Puerto Rico),North America,cupper_points,7.42
Guatemala,Americas,cupper_points,7.42
Costa Rica,Americas,cupper_points,7.67
Brazil,Americas,cupper_points,7.5
Colombia,Americas,cupper_points,8.25
Colombia,Americas,cupper_points,7.58
Colombia,Americas,cupper_points,7.5
Colombia,Americas,cupper_points,7.58
Colombia,Americas,cupper_points,7.67
Mexico,North America,cupper_points,7.58
Mexico,North America,cupper_points,7.83
Mexico,North America,cupper_points,7.67
Colombia,Americas,cupper_points,7.5
Colombia,Americas,cupper_points,7.58
Colombia,Americas,cupper_points,7.5
Guatemala,Americas,cupper_points,7.33
Colombia,Americas,cupper_points,7.5
Thailand,Asia,cupper_points,7.5
Colombia,Americas,cupper_points,7.58
United States (Hawaii),North America,cupper_points,8.08
United States (Hawaii),North America,cupper_points,7.67
Colombia,Americas,cupper_points,7.42
Nicaragua,Americas,cupper_points,7.92
Thailand,Asia,cupper_points,7.42
Brazil,Americas,cupper_points,7.5
El Salvador,Americas,cupper_points,7.5
Colombia,Americas,cupper_points,7.58
Taiwan,Asia,cupper_points,7.75
Ethiopia,Africa,cupper_points,7.58
Taiwan,Asia,cupper_points,7.58
Philippines,Asia,cupper_points,7.5
Philippines,Asia,cupper_points,7.42
Mexico,North America,cupper_points,7.58
Mexico,North America,cupper_points,7.42
Brazil,Americas,cupper_points,7.58
Uganda,Africa,cupper_points,7.58
Uganda,Africa,cupper_points,7.5
Guatemala,Americas,cupper_points,7.5
Guatemala,Americas,cupper_points,7.67
Guatemala,Americas,cupper_points,7.75
Colombia,Americas,cupper_points,7.58
Colombia,Americas,cupper_points,7.67
Guatemala,Americas,cupper_points,7.5
Colombia,Americas,cupper_points,7.5
Mexico,North America,cupper_points,7.83
Vietnam,Asia,cupper_points,7.67
Mexico,North America,cupper_points,7.75
United States (Hawaii),North America,cupper_points,7.5
Colombia,Americas,cupper_points,7.67
Thailand,Asia,cupper_points,7.75
Kenya,Africa,cupper_points,7.5
Guatemala,Americas,cupper_points,7.58
Brazil,Americas,cupper_points,7.58
El Salvador,Americas,cupper_points,7.33
Rwanda,Africa,cupper_points,8
Vietnam,Asia,cupper_points,7.92
Guatemala,Americas,cupper_points,7.5
Brazil,Americas,cupper_points,7.67
Colombia,Americas,cupper_points,7.08
United States,North America,cupper_points,7.58
Guatemala,Americas,cupper_points,7.5
